discipline_title,lab_title,equipment,capacity,duration_minutes,room_number,training_center_number,teacher_name,groups_sample,source_sheets,check_ok,review_comment
Гидрометаллургические процессы и аппараты,Определение зависимости давления водяного пара от температуры автоклавного процесса,Реакторная система с химическим емкостным реактором с мешалкой периодического / полупериодического действия (требует закупки),1,180,,1,Куртенков Р.В.,МЦ-19,2022-2023 уч.год,,
Гидрометаллургические процессы и аппараты,Определение зависимости давления водяного пара от температуры автоклавного процесса,Реакторная система с химическим емкостным реактором с мешалкой периодического / полупериодического действия (требует закупки),3,45,3432,1,Васильева А.А.,МЦ-20,2023-2024 уч.год,,
Гидрометаллургические процессы и аппараты,Определение констант процесса фильтрации,Лабораторная установка по определению параметров процесса фильтрации,1,90,,1,Куртенков Р.В.,МЦ-19,2022-2023 уч.год,,
Гидрометаллургические процессы и аппараты,Определение констант процесса фильтрации,Лабораторная установка по определению параметров процесса фильтрации,3,45,3432,1,Васильева А.А.,МЦ-20,2023-2024 уч.год,,
Гидрометаллургические процессы и аппараты,Определение удельной площади сгущения при различных условиях,Лабораторная установка по исследованию сгущения материала при различных условиях,1,270,,1,Куртенков Р.В.,МЦ-19,2022-2023 уч.год,,
Гидрометаллургические процессы и аппараты,Определение удельной площади сгущения при различных условиях,Лабораторная установка по исследованию сгущения материала при различных условиях,3,45,3432,1,Васильева А.А.,МЦ-20,2023-2024 уч.год,,
Гидрометаллургические процессы и аппараты,Разделение гетерогенных систем в поле центробежных сил,"центрифуга лабораторная, пробирки реактивы",1,180,,1,Куртенков Р.В.,МЦ-19,2022-2023 уч.год,,
Гидрометаллургические процессы и аппараты,Разделение гетерогенных систем в поле центробежных сил,"центрифуга лабораторная, пробирки реактивы",3,45,3432,1,Васильева А.А.,МЦ-20,2023-2024 уч.год,,
Гидрометаллургическое оборудование,Определение зависимости давления водяного пара от температуры автоклавного процесса,Реакторная система с химическим емкостным реактором с мешалкой периодического / полупериодического действия (требует закупки),1,180,,1,Куртенков Р.В.,АПМ-19,2021-2022 уч.год,,
Гидрометаллургическое оборудование,Определение затрат мощности на перемешивание в аппарате с мешалкой,"Различные типы перемешивающих устройств, приво мешалки, штатив, стакан стеклянный 2-4 л.",2,180,3432,1,Куртенков Р.В.,АПМ-21,2023-2024 уч.год,,
Гидрометаллургическое оборудование,Определение констант процесса фильтрации,Лабораторная установка по определению параметров процесса фильтрации,1,90,,1,Куртенков Р.В.,АПМ-19,2021-2022 уч.год,,
Гидрометаллургическое оборудование,Определение констант процесса фильтрации,Установка по определению констант процесса фильтрации,2,180,3432,1,Куртенков Р.В.,АПМ-21,2023-2024 уч.год,,
Гидрометаллургическое оборудование,Определение удельной площади сгущения,Установка по определению удельной площади сгущения,2,180,3432,1,Куртенков Р.В.,АПМ-21,2023-2024 уч.год,,
Гидрометаллургическое оборудование,Определение удельной площади сгущения при различных условиях,Лабораторная установка по исследованию сгущения материала при различных условиях,1,270,,1,Куртенков Р.В.,АПМ-19,2021-2022 уч.год,,
Гидрометаллургическое оборудование,Определение удельной площади сгущения при различных условиях,Лабораторная установка по исследованию сгущения материала при различных условиях,4,180,3432,1,Федоров А.Т.,АПМ-22,2024-2025 уч.год,,
Гидрометаллургическое оборудование,Разделение гетерогенных систем в поле центробежных сил,"центрифуга лабораторная, пробирки реактивы",1,180,,1,Куртенков Р.В.,АПМ-19,2021-2022 уч.год,,
Гидрометаллургическое оборудование,Разделение гетерогенных систем в поле центробежных сил,"Центрифуга лабораторная, пробирки реактивы",4,180,3432,1,Федоров А.Т.,АПМ-22,2024-2025 уч.год,,
Гидрометаллургическое оборудование,Центробежное разделение пульп,"Центрифуга лабораторная, пробирки джля центрифуги пластиковые с делениями, лесы лабораторные, цилиндр мерный 10-20 мл., сульфат железа, гидроксид натрия, колбы мерные 100 мл.",2,180,3432,1,Куртенков Р.В.,АПМ-21,2023-2024 уч.год,,
Защита оборудования от коррозии,Воронение стали,"Электроплита одноместная , весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Глазьев М.В.,ОНГ-22,2025-2026 уч.год,,
Защита оборудования от коррозии,Защита от коррозии внешним током,"Источник постоянного напряжения ARS 3310; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Глазьев М.В.,ОНГ-22,2025-2026 уч.год,,
Защита оборудования от коррозии,Исследование газовой коррозии конструкционной стали,"Электрическая тигельная печь и комплектующие 00-00000264, весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Глазьев М.В.,ОНГ-22,2025-2026 уч.год,,
Защита оборудования от коррозии,Определение влияния различных факторов на скорость коррозии,"Весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Глазьев М.В.,ОНГ-22,2025-2026 уч.год,,
Защита оборудования от коррозии,Определение электродного потенциала,"Иономер, штатив лабораторный, химическая посуда, реагенты, расходные материалы",3,90,3320,1,Глазьев М.В.,ОНГ-22,2025-2026 уч.год,,
Защита оборудования от коррозии,Снятие поляризационных кривых гальваностатическим методом,"Источник постоянного напряжения ARS 3310, иономер, штатив лабораторный, химическая посуда, реагенты, расходные материалы",3,90,3320,1,Глазьев М.В.,ОНГ-22,2025-2026 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,1. Определение электродного потенциала,"Потенциометр, мерные колбы",4,45,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,2. Снятие поляризационных кривых гальваностатическим методом,"Потенциометр, лабораторная посуда",4,45,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,3. Определение влияния различных факторов на скорость коррозии,"Лабораторная посуда, аналитические весы",4,90,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,4. Воронение стали,"Лабораторная посуда, мешалка с нагревом, источник тока",4,90,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,5. Гальваническое цинкование стали,"Муфельная печь, лабораторная посуда",4,90,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,6. Защита от коррозии внешним током,"Источник тока, лабораторная посуда",4,90,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,7. Исследование газовой коррозии конструкционной стали,"Шахтная электропечь, весы",4,90,,1,Федоров А.Т.,ОНГ-20-1,2023-2024 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Воронение стали,"Электроплита одноместная , весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Гальваническое цинкование стали,"Источник постоянного напряжения ARS 3310, химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Защита от коррозии внешним током,"Источник постоянного напряжения ARS 3310; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Исследование газовой коррозии конструкционной стали,"Электрическая тигельная печь и комплектующие 00-00000264, весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Определение влияния различных факторов на скорость коррозии,"Весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Определение электродного потенциала,"иономер, штатив лабораторный, химическая посуда, реагенты, расходные материалы",4,45,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Защита оборудования от коррозии [выбранные дисциплины] 21+21 чел.,Снятие поляризационных кривых гальваностатическим методом,"Источник постоянного напряжения ARS 3310, иономер, штатив лабораторный, химическая посуда, реагенты, расходные материалы",4,45,3320,1,Глазьев М.В.,ОНГ-21,2024-2025 уч.год,,
Коррозия и защита металлов,Воронение стали,"Электроплита одноместная , весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Коррозия и защита металлов,Гальваническое цинкование стали,"Источник постоянного напряжения ARS 3310, химическая посуда, реагенты, расходные материалы",3,180,3320,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Коррозия и защита металлов,Защита от коррозии внешним током,"Источник постоянного напряжения ARS 3310; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Коррозия и защита металлов,Исследование газовой коррозии конструкционной стали,"Электрическая тигельная печь и комплектующие 00-00000264, весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Коррозия и защита металлов,Определение влияния различных факторов на скорость коррозии,"Весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",3,90,3320,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Коррозия и защита металлов,Определение электродного потенциала,"Иономер, штатив лабораторный, химическая посуда, реагенты, расходные материалы",3,45,3320,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Воронение стали,"Лабораторная посуда, мешалка с нагревом, источник тока",4,90,3432,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Воронение стали,"Электроплита одноместная , весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,МЦ-21-1,2024-2025 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Гальваническое цинкование стали,"Муфельная печь, лабораторная посуда",4,90,3432,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Гальваническое цинкование стали,"Источник постоянного напряжения ARS 3310, химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,МЦ-21-1,2024-2025 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Защита от коррозии внешним током,"Источник тока, лабораторная посуда",4,90,3432,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Защита от коррозии внешним током,"Источник постоянного напряжения ARS 3310; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,МЦ-21-1,2024-2025 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Исследование газовой коррозии конструкционной стали,"Шахтная электропечь, весы",4,90,3432,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Определение влияния различных факторов на скорость коррозии,"Лабораторная посуда, аналитические весы",4,90,3432,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Определение влияния различных факторов на скорость коррозии,"Весы лабораторные электронные Сартогосм СЕ6101-С; химическая посуда, реагенты, расходные материалы",4,90,3320,1,Глазьев М.В.,МЦ-21-1,2024-2025 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Определение электродного потенциала,"Потенциометр, мерные колбы",4,45,3320,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Снятие поляризационных кривых гальваностатическим методом,"Потенциометр, лабораторная посуда",4,45,3432,1,Глазьев М.В.,МЦ-20,2023-2024 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 26 чел.,Снятие поляризационных кривых гальваностатическим методом,"Источник постоянного напряжения ARS 3310, иономер, штатив лабораторный, химическая посуда, реагенты, расходные материалы",4,45,3320,1,Глазьев М.В.,МЦ-21-1,2024-2025 уч.год,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,1. Определение электродного потенциала,"Потенциометр, мерные колбы",4,45,3320,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,2. Снятие поляризационных кривых гальваностатическим методом,"Потенциометр, лабораторная посуда",4,45,3432,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,3. Определение влияния различных факторов на скорость коррозии,"Лабораторная посуда, аналитические весы",4,90,3432,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,4. Воронение стали,"Лабораторная посуда, мешалка с нагревом, источник тока",4,90,3432,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,5. Гальваническое цинкование стали,"Муфельная печь, лабораторная посуда",4,90,3432,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,6. Защита от коррозии внешним током,"Источник тока, лабораторная посуда",4,90,3432,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Коррозия и защита металлов [выбранные дисциплины] 28 чел.,7. Исследование газовой коррозии конструкционной стали,"Шахтная электропечь, весы",4,90,3432,1,Фещенко Р.Ю.,МЦ-19,2022-2023 весна,,
Материаловедение,Закалка стали,"Муфельная печь, лабораторная посуда",6,90,3432,1,Фещенко Р.Ю.,МЦ-20-1,2021-2022 уч.год,,
Материаловедение,Изучение процесса кристаллизации расплава на прозрачной модели,"Прозрачная водоохлаждаемая изложница, весы, электроплитка, стакан",6,45,3432,1,Федоров А.Т.,МЦ-22,2023-2024 уч.год,,
Материаловедение,Микроскопическое исследование структуры металлов,"USB-микроскоп, ноутбук",2,45,,1,Фещенко Р.Ю.,МЦ-20-1,2021-2022 уч.год,,
Материаловедение,Микроскопическое исследование структуры металлов,"USB-микроскоп, ноутбук",3,45,3432,1,Федоров А.Т.,МЦ-22,2023-2024 уч.год,,
Материаловедение,Определение марки стали по искре,Точило (на базе учебно-экспериментальных мастерских),4,45,,1,Фещенко Р.Ю.,МЦ-20-1,2021-2022 уч.год,,
Материаловедение,Определение твердости металлов и сплавов,Твердомер,6,45,3432,1,Фещенко Р.Ю.,МЦ-20-1,2021-2022 уч.год,,
Материаловедение,Отпуск стали,Муфельная печь,6,90,3432,1,Фещенко Р.Ю.,МЦ-20-1,2021-2022 уч.год,,
Металловедение,Закалка и отпуск стали,"Муфельная печь, лабораторная посуда",6,90,3432,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 весна,,
Металловедение,Закалка стали,"Муфельная печь, лабораторная посуда",6,90,3432,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 уч.год,,
Металловедение,Микроскопическое исследование структуры металлов,"USB-микроскоп, ноутбук",2,45,3432,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 весна,,
Металловедение,Микроскопическое исследование структуры металлов,"USB-микроскоп, ноутбук",2,45,,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 уч.год,,
Металловедение,Микроскопическое исследование структуры сталей,"USB-микроскоп, ноутбук",6,90,3432,1,Глазьев М.В.,ОНГ-22,2023-2024 уч.год,,
Металловедение,Микроскопическое исследование структуры чугунов,"USB-микроскоп, ноутбук",6,90,3432,1,Глазьев М.В.,ОНГ-22,2023-2024 уч.год,,
Металловедение,Определение марки стали по искре,Точило (на базе учебно-экспериментальных мастерских),4,45,,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 весна|2022-2023 уч.год,,
Металловедение,Определение твердости металлов и сплавов,Твердомер,6,45,3432,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 весна|2022-2023 уч.год,,
Металловедение,Отпуск стали,Муфельная печь,6,90,3432,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 уч.год,,
Металловедение,Цементация стали,Муфельная печь,6,90,3432,1,Фещенко Р.Ю.,ОНГ-21,2022-2023 весна,,
Металловедение и защита от коррозии,Испытание материалов на твёрдость по Бринеллю,Твердомер,5,45,3432,1,Фещенко Р.Ю.,АПГ-21,2022-2023 уч.год,,
Металловедение и защита от коррозии,Испытание материалов на твёрдость по Виккерсу,Твердомер,5,90,3432,1,Фещенко Р.Ю.,АПГ-21,2022-2023 уч.год,,
Металловедение и защита от коррозии,Исследование макроструктуры образцов метталлов и следов коррозии,"USB-микроскоп, ноутбук",4,45,,1,Фещенко Р.Ю.,АПГ-21,2022-2023 уч.год,,
Металловедение и защита от коррозии,Исследование микроструктур и свойств сталей,"USB-микроскоп, ноутбук",9,90,,1,Глазьев М.В.,АПГ-22,2023-2024 уч.год,,
Металловедение и защита от коррозии,Исследование микроструктур и свойств чугунов,"USB-микроскоп, ноутбук",9,90,,1,Глазьев М.В.,АПГ-22,2023-2024 уч.год,,
Металловедение и защита от коррозии,Механические свойства металлов и их испытание,Твердомер,9,180,3432,1,Глазьев М.В.,АПГ-22,2023-2024 уч.год,,
Металловедение и защита от коррозии,Определение химического состава сплавов портативным спектрометром,Портативный спектофотометр,4,45,,1,Фещенко Р.Ю.,АПГ-21,2022-2023 уч.год,,
Металловедение и защита от коррозии,Термическая обработка углеродистых сталей: закалка и отпуск,"Муфельная печь, лабораторная посуда",6,90,3432,1,Фещенко Р.Ю.,АПГ-21,2022-2023 уч.год,,
Металлургическая гидроаппаратура,Определение зависимости давления водяного пара от температуры автоклавного процесса,Реакторная система с химическим емкостным реактором с мешалкой периодического / полупериодического действия (требует закупки),1,180,,1,Фещенко Р.Ю.,МЦ-18,2021-2022 уч.год,,
Металлургическая гидроаппаратура,Определение констант процесса фильтрации,Лабораторная установка по определению параметров процесса фильтрации,1,90,,1,Фещенко Р.Ю.,МЦ-18,2021-2022 уч.год,,
Металлургическая гидроаппаратура,Определение удельной площади сгущения при различных условиях,Лабораторная установка по исследованию сгущения материала при различных условиях,1,270,3432,1,Фещенко Р.Ю.,МЦ-18,2021-2022 уч.год,,
Металлургическая гидроаппаратура,Разделение гетерогенных систем в поле центробежных сил,"центрифуга лабораторная, пробирки реактивы",1,180,,1,Фещенко Р.Ю.,МЦ-18,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,"Исследование динамики свободной струи (воздуходувка, линейка, теннисный шарик, пневматическая трубка, дифманометры)","Лабораторный стенд по исследованию динамики свободной струи (воздуходувка, линейка, теннисный шарик, пневматическая трубка, дифманометры, ресивер)",1,90,,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Исследование комбинированного теплообмена горизонтальной трубы в условиях свободной и вынужденной конвекции,Лабораторная установка для исследования комбинированного теплообмена горизонатальной трубы с окружающей средой в условиях свободной и вынудденной конвекции,1,90,3432,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Исследование конвективной теплопередачи в металлургическом рекуператоре,"Лабораторная трубчатая печь SNOL 0,2/1250, металлический рекуператор, диафрагма, жидкостный дифманометр 400-0-400, воздуходувка, термометр до 300 С.",1,180,3432,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Исследование процесса теплообмена излучением,Лабораторная установка для исследования теплообмена излучением,1,90,3432,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Исследование режима движения газов в печи взвешенной плавки,"модель печи взвешенной плавки, модель котла утилизатора, диафрагма, дифманометры, моделирующая жидкость дистиллированная вода, воздуходувка",1,90,,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Исследование теплообмена теплообменников различной конфигурации с определением их площади теплообмена и коэффициентов теплопередачи,"Лабораторная установка для испытания различных конструкций теплообменных аппаратов: пластинчатый, кожухотрубный и воздушный",1,90,3432,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Определение нестационарной теплопроводности материалов,Лабораторная установка по определению нестационарной теплопроводности материалов,1,90,3432,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Определение характеристик воздухораспределительной системы горизонтального конвертера методом физического моделирования,"модель горизонтального конвертера, дифманометры, воздуходувка, дистиллированная вода",1,90,,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургическая теплотехника и основы печных технологий,Экспериментальное исследование условий псевдосжижения в системе дисперстный материал-газ применительно к работе печи для обжига в «Кипящем слое,"модель печи кипящего слоя, диафрагма, дифференциальный микроманометр, дифференциальный манометр, воздуходувка",1,90,,1,Куртенков Р.В.,МЦ-19,2021-2022 уч.год,,
Металлургические печи и энерготехнологическое оборудование,Исследование динамики свободной струи,"воздуходувка, линейка, теннисный шарик, пневматическая трубка, дифманометры, ресивер",3,90,3432,1,Федоров А.Т.,СМЦ-24,2025-2026 уч.год,,
Металлургические печи и энерготехнологическое оборудование,Исследование конвективной теплопередачи в металлургическом рекуператоре,"воздуходувка, пневматическая трубка, дифманометры, термометр, ресивер",3,90,3432,1,Федоров А.Т.,СМЦ-24,2025-2026 уч.год,,
Металлургические печи и энерготехнологическое оборудование,"Экспериментальное исследование условий псевдосжижения в системе дисперстный материал-газ применительно к работе печи для обжига в ""Кипящем слое""","модель печи кипящего слоя, диафрагма, дифференциальный микроманометр, дифференциальный манометр, воздуходувка",3,90,3432,1,Федоров А.Т.,СМЦ-24,2025-2026 уч.год,,
Металлургические технологии производства и обработки металлов,1. Термическая обработка углеродистой стали,Лабораторный комплекс для закалки,1,180,,1,Фокина С.Б.,МЦ-19,2021-2022 уч.год,,
Металлургические технологии производства и обработки металлов,2. Литье по выплавляемым моделям,"Муфельная печь, тигель алундовый, лабораторные весы, опока",1,270,,1,Фокина С.Б.,МЦ-19,2021-2022 уч.год,,
Металлургические технологии производства и обработки металлов,3. Изготовление отливок методом центробежного литья,"Учебный набор ""Изготовление отливок методом центробежного литья""",1,180,,1,Фокина С.Б.,МЦ-19,2021-2022 уч.год,,
Металлургические технологии производства и обработки металлов,4. Изучение реакций в системе Ме-S-О,"Трубчатая печь, лодочки, лабораторные весы, бюретка для титрования",1,180,,1,Фокина С.Б.,МЦ-19,2021-2022 уч.год,,
Металлургические технологии производства и обработки металлов,5. Выщелачивание цинкового огарка,"Механическая мешалка, плитка, лабораторные весы, 4 бюретки для титрования, лабораторная посуда",1,180,,1,Фокина С.Б.,МЦ-19,2021-2022 уч.год,,
Металлургические технологии производства и обработки металлов,Выщелачивание цинкового огарка,"Электролизер лабораторный, объем ванны 1 литр, титановый катод и свинцовые аноды, бюретка для титрования, лабораторные весы, сушильный шкаф, лабораторная посуда",4,90,3432,1,Глазьев М.В.,МЦ-21-1,2023-2024 уч.год,,
Металлургические технологии производства и обработки металлов,Изучение реакций в системе Ме-S-О,"Трубчатая печь, лодочки, лабораторные весы, бюретка для титрования",4,180,3432,1,Глазьев М.В.,МЦ-21-1,2023-2024 уч.год,,
Металлургические технологии производства и обработки металлов,Термическая обработка углеродистой стали,Лабораторный комплекс для закалки,4,180,3432,1,Глазьев М.В.,МЦ-21-1,2023-2024 уч.год,,
Металлургия благородных металлов,1. Окислительный обжиг медеэлектролитных шламов,"Муфельная печь, лабораторные весы",12,180,3432,1,Фокина С.Б.,МЦ-18,2021-2022 уч.год,,
Металлургия благородных металлов,2. Сернокислотное выщелачивание обожженных шламов,"Механическая мешалка, плитка, лабораторные весы, бюретка для титрования, лабораторная посуда",12,180,3432,1,Фокина С.Б.,МЦ-18,2021-2022 уч.год,,
Металлургия благородных металлов,3. Плавка обогащенного кека на золотосеребряный сплав: шерберование,Электропечь проточная шахтная тигельная на 4 тигля,12,180,3432,1,Фокина С.Б.,МЦ-18,2021-2022 уч.год,,
Металлургия благородных металлов,4. Плавка обогащенного кека на золотосеребряный сплав: купелирование,Электропечь лабораторная ЭПКК-40 предназначена для проведения процесса купелирования,12,180,3432,1,Фокина С.Б.,МЦ-18,2021-2022 уч.год,,
Металлургия благородных металлов,Окислительный обжиг медеэлектролитных шламов,"Муфельная печь, лабораторные весы",14,180,3432,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Металлургия благородных металлов,Плавка обогащенного кека на золотосеребряный сплав: купелирование,Электропечь лабораторная ЭПКК-40 предназначена для проведения процесса купелирования,14,180,3432,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Металлургия благородных металлов,Плавка обогащенного кека на золотосеребряный сплав: шерберование,Электропечь проточная шахтная тигельная на 4 тигля,14,180,3432,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Металлургия благородных металлов,Сернокислотное выщелачивание обожженных шламов,"Механическая мешалка, плитка, лабораторные весы, бюретка для титрования, лабораторная посуда",14,180,3432,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Металлургия благородных металлов,Тигельная плавка сульфидного концентрата,"Муфельная печь, лабораторные весы",14,180,3432,1,Никитина Т.Ю.,МЦ-22,2025-2026 уч.год,,
Металлургия легких и редких металлов,1. Ознакомление со свойствами соединений молибдена и их использованием при переработке некондиционных молибденовых концентратов,"Механическая мешалка, плитка, лабораторные весы, бюретка для титрования, лабораторная посуда",3,180,3432,1,Глазьев М.В.,МЦМ-23,2024-2025 уч.год,,
